ID=0: tile map
ID	Index	X	Y	Width	Height
0	0	0	224	16	16
0	0	16	224	16	16
0	0	32	224	16	16
0	0	48	224	16	16
0	0	64	224	16	16
0	0	80	224	16	16
0	0	96	224	16	16
0	0	112	224	16	16
0	0	128	224	16	16
0	0	144	224	16	16
0	0	160	224	16	16
0	0	176	224	16	16
0	0	192	224	16	16
0	0	208	224	16	16
0	0	224	224	16	16
0	0	240	224	16	16
0	0	256	224	16	16
0	0	272	224	16	16
0	0	288	224	16	16
0	0	304	224	16	16
0	0	320	224	16	16
0	0	336	224	16	16
0	0	352	224	16	16
0	0	368	224	16	16
0	0	384	224	16	16
0	0	400	224	16	16
0	0	416	224	16	16
0	0	432	224	16	16
0	0	448	224	16	16
0	0	464	224	16	16
0	0	480	224	16	16
0	0	496	224	16	16
0	0	512	224	16	16
0	0	528	224	16	16
0	0	544	224	16	16
0	0	560	224	16	16
0	0	576	224	16	16
0	0	592	224	16	16
0	0	608	224	16	16
0	0	624	224	16	16
0	0	640	224	16	16
0	0	656	224	16	16
0	0	672	224	16	16
0	0	688	224	16	16
0	0	704	224	16	16
0	0	720	224	16	16
0	0	736	224	16	16
0	0	752	224	16	16
0	0	768	224	16	16
0	0	784	224	16	16
0	0	800	224	16	16
0	0	816	224	16	16
0	0	832	224	16	16
0	0	848	224	16	16
0	0	864	224	16	16
0	0	880	224	16	16
0	0	896	224	16	16
0	0	912	224	16	16
0	0	928	224	16	16
0	0	944	224	16	16
0	0	960	224	16	16
0	0	976	224	16	16
0	0	992	224	16	16
0	0	1008	224	16	16
0	0	1024	224	16	16
0	0	1040	224	16	16
0	0	1056	224	16	16
0	0	1072	224	16	16
0	0	1088	224	16	16
0	0	1104	224	16	16
0	0	1120	224	16	16
0	0	1136	224	16	16
0	0	1152	224	16	16
0	0	1168	224	16	16
0	0	1184	224	16	16
0	0	1200	224	16	16
0	0	1216	224	16	16
0	0	1232	224	16	16
0	0	1248	224	16	16
0	0	1264	224	16	16
0	0	1280	224	16	16
0	0	1296	224	16	16
0	0	1312	224	16	16
0	0	1328	224	16	16
0	0	1344	224	16	16
0	0	1360	224	16	16
0	0	1376	224	16	16
0	0	1392	224	16	16
0	0	1408	224	16	16
0	0	1424	224	16	16
0	0	1440	224	16	16
0	0	1456	224	16	16
0	0	1472	224	16	16
0	0	1488	224	16	16
0	0	1504	224	16	16
0	0	1520	224	16	16
0	0	1536	224	16	16
0	0	1552	224	16	16
0	0	1568	224	16	16
0	0	1584	224	16	16
0	0	1600	224	16	16
0	0	1616	224	16	16
0	0	1632	224	16	16
0	0	1648	224	16	16
0	0	1664	224	16	16
0	0	1680	224	16	16
0	0	1696	224	16	16
0	0	1712	224	16	16
0	0	1728	224	16	16
0	0	1744	224	16	16
0	0	1760	224	16	16
0	0	1776	224	16	16
0	0	1792	224	16	16
0	0	1808	224	16	16
0	0	1824	224	16	16
0	0	1840	224	16	16
0	0	1856	224	16	16
0	0	1872	224	16	16
0	0	1888	224	16	16
0	0	1904	224	16	16
0	0	1920	224	16	16
0	0	1936	224	16	16
0	0	1952	224	16	16
0	0	1968	224	16	16
0	0	1984	224	16	16
0	0	2000	224	16	16
0	0	2016	224	16	16
0	0	2032	224	16	16
0	0	2048	224	16	16
0	0	2064	224	16	16
0	0	2080	224	16	16
0	0	2096	224	16	16
0	0	2112	224	16	16
0	0	2128	224	16	16
0	0	2144	224	16	16
0	0	2160	224	16	16
0	0	2176	224	16	16
0	0	2192	224	16	16
0	0	2208	224	16	16
0	0	2224	224	16	16
0	0	2240	224	16	16
0	0	2256	224	16	16
0	0	2272	224	16	16
0	0	2288	224	16	16
0	0	2304	224	16	16
0	0	2320	224	16	16
0	0	2336	224	16	16
0	0	2352	224	16	16
0	0	2368	224	16	16
0	0	2384	224	16	16
0	0	2400	224	16	16
0	0	2416	224	16	16
0	0	2432	224	16	16
0	0	2448	224	16	16
0	0	2464	224	16	16
0	0	2480	224	16	16
0	0	2496	224	16	16
0	0	2512	224	16	16
0	0	2528	224	16	16
0	0	2544	224	16	16
0	0	2560	224	16	16
0	0	2576	224	16	16
0	0	2592	224	16	16
0	0	2608	224	16	16
0	0	2624	224	16	16
0	0	2640	224	16	16
0	0	2656	224	16	16
0	0	2672	224	16	16
0	0	2688	224	16	16
0	0	2704	224	16	16
0	0	2720	224	16	16
0	0	2736	224	16	16
0	0	2752	224	16	16
0	0	2768	224	16	16
0	0	2784	224	16	16
0	0	2800	224	16	16
0	0	2816	224	16	16
0	0	2832	224	16	16
0	0	2848	224	16	16
0	0	2864	224	16	16
0	0	2880	224	16	16
0	0	2896	224	16	16
0	0	2912	224	16	16
0	0	2928	224	16	16
0	0	2944	224	16	16
0	0	2960	224	16	16
0	0	2976	224	16	16
0	0	2992	224	16	16
0	0	3008	224	16	16
0	0	3024	224	16	16
0	0	3040	224	16	16
0	0	3056	224	16	16
0	0	3072	224	16	16
0	0	3088	224	16	16
0	0	3104	224	16	16
0	0	3120	224	16	16
0	0	3136	224	16	16
0	0	3152	224	16	16
0	0	3168	224	16	16
0	0	3184	224	16	16
0	0	3200	224	16	16
0	0	3216	224	16	16
0	0	3232	224	16	16
0	0	3248	224	16	16
0	0	3264	224	16	16
0	0	3280	224	16	16
0	0	3296	224	16	16
0	0	3312	224	16	16
0	1	3328	224	16	16
0	1	3344	224	16	16
0	1	3360	224	16	16
0	1	3376	224	16	16
0	1	3392	224	16	16
0	1	3408	224	16	16
0	1	3424	224	16	16
0	1	3440	224	16	16
0	1	3456	224	16	16
0	1	3472	224	16	16
0	1	3488	224	16	16
0	1	3504	224	16	16
0	1	3520	224	16	16
0	1	3536	224	16	16
0	1	3552	224	16	16
0	1	3568	224	16	16
0	0	0	208	16	16
0	0	16	208	16	16
0	0	32	208	16	16
0	0	48	208	16	16
0	0	64	208	16	16
0	0	80	208	16	16
0	0	96	208	16	16
0	0	112	208	16	16
0	0	128	208	16	16
0	0	144	208	16	16
0	0	160	208	16	16
0	0	176	208	16	16
0	0	192	208	16	16
0	0	208	208	16	16
0	0	224	208	16	16
0	0	240	208	16	16
0	0	256	208	16	16
0	0	272	208	16	16
0	0	288	208	16	16
0	0	304	208	16	16
0	0	320	208	16	16
0	0	336	208	16	16
0	0	352	208	16	16
0	0	368	208	16	16
0	0	384	208	16	16
0	0	400	208	16	16
0	0	416	208	16	16
0	0	432	208	16	16
0	0	448	208	16	16
0	0	464	208	16	16
0	0	480	208	16	16
0	0	496	208	16	16
0	0	512	208	16	16
0	0	528	208	16	16
0	0	544	208	16	16
0	0	560	208	16	16
0	0	576	208	16	16
0	0	592	208	16	16
0	0	608	208	16	16
0	0	624	208	16	16
0	0	640	208	16	16
0	0	656	208	16	16
0	0	672	208	16	16
0	0	688	208	16	16
0	0	704	208	16	16
0	0	720	208	16	16
0	0	736	208	16	16
0	0	752	208	16	16
0	0	768	208	16	16
0	0	784	208	16	16
0	0	800	208	16	16
0	0	816	208	16	16
0	0	832	208	16	16
0	0	848	208	16	16
0	0	864	208	16	16
0	0	880	208	16	16
0	0	896	208	16	16
0	0	912	208	16	16
0	0	928	208	16	16
0	0	944	208	16	16
0	0	960	208	16	16
0	0	976	208	16	16
0	0	992	208	16	16
0	0	1008	208	16	16
0	0	1024	208	16	16
0	0	1040	208	16	16
0	0	1056	208	16	16
0	0	1072	208	16	16
0	0	1088	208	16	16
0	0	1104	208	16	16
0	0	1120	208	16	16
0	0	1136	208	16	16
0	0	1152	208	16	16
0	0	1168	208	16	16
0	0	1184	208	16	16
0	0	1200	208	16	16
0	0	1216	208	16	16
0	0	1232	208	16	16
0	0	1248	208	16	16
0	0	1264	208	16	16
0	0	1280	208	16	16
0	0	1296	208	16	16
0	0	1312	208	16	16
0	0	1328	208	16	16
0	0	1344	208	16	16
0	0	1360	208	16	16
0	0	1376	208	16	16
0	0	1392	208	16	16
0	0	1408	208	16	16
0	0	1424	208	16	16
0	0	1440	208	16	16
0	0	1456	208	16	16
0	0	1472	208	16	16
0	0	1488	208	16	16
0	0	1504	208	16	16
0	0	1520	208	16	16
0	0	1536	208	16	16
0	0	1552	208	16	16
0	0	1568	208	16	16
0	0	1584	208	16	16
0	0	1600	208	16	16
0	0	1616	208	16	16
0	0	1632	208	16	16
0	0	1648	208	16	16
0	0	1664	208	16	16
0	0	1680	208	16	16
0	0	1696	208	16	16
0	0	1712	208	16	16
0	0	1728	208	16	16
0	0	1744	208	16	16
0	0	1760	208	16	16
